id_processo,orgao,esfera,tipo_contratacao,modalidade_direta,valor_estimado,texto_justificativa,categoria_bardin,keyword_dominante,rhetorical_score,is_retorico
PNCP-JUST-2025-1155,Ministério da Previdência,Federal,Dispensa,1,689421.04,Contratação de empresa especializada para fornecimento de infraestrutura de conectividade física com fiação estruturada e repetidores. A contratação representa inovação estratégica em rede complexa com aplicação de blockchain descentralizado e deep learning para segurança periférica das dependências do órgão.,Redundância Instrumental,redundancia_buzzword,0.8674,1
PNCP-JUST-2025-1156,Secretaria de Educação do RJ,Estadual,Pregão Eletrônico,0,611083.04,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.7984,1
PNCP-JUST-2025-1157,Ministério da Inovação,Federal,Pregão Eletrônico,0,129919.97,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.2353,0
PNCP-JUST-2025-1158,Ministério da Previdência,Federal,CPS (Marco Legal),0,2943666.86,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.2695,0
PNCP-JUST-2025-1159,Procuradoria Geral do RS,Estadual,Dispensa,1,427943.5,"Aquisição de serviço proprietário de consultoria em BI e analytics. A modelagem demanda inovação computacional proprietária de alta especificidade técnica, exigindo do fornecedor exclusividade por direitos intelectuais decorrentes de inteligência artificial algorítmica aplicada à contabilidade pública.",Redundância Instrumental,redundancia_buzzword,0.7825,1
PNCP-JUST-2025-1160,Empresa Brasileira de Correios,Federal,Dispensa,1,35000.0,"A contratação de emergência da solução X fundamenta-se na necessidade de inovação célere nas barreiras de atendimento. Diante da iminente paralisação dos serviços públicos tributários por falha de TI, justifica-se a inexigibilidade pela inovação imediata para mitigação de riscos sistêmicos.",Urgência Retórica,urgencia_emergencial,0.8886,1
PNCP-JUST-2025-1161,Prefeitura de Campinas,Municipal,Inexigibilidade,1,2369767.22,"A dispensa emergencial com base no Marco Legal de Startups justifica-se pela urgente necessidade de inovação nas metodologias de triagem de dados, uma vez que a latência no processamento de licitações acumuladas está inviabilizando o atendimento e a gestão contábil de compras.",Urgência Retórica,urgencia_emergencial,0.8708,1
PNCP-JUST-2025-1162,Município de Joinville,Municipal,Dispensa,1,58302.14,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.6883,1
PNCP-JUST-2025-1163,Município de Rio Claro,Municipal,Pregão Eletrônico,0,219440.31,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1419,0
PNCP-JUST-2025-1164,Comando do Exército,Federal,Concorrência Pública,0,146638.33,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.2767,0
PNCP-JUST-2025-1165,Município de Joinville,Municipal,Pregão Eletrônico,0,159377.69,Desenvolvimento conjunto de novo algoritmo preditivo de NLP baseado em Geração de Aumento por Recuperação (RAG) para avaliação ex-ante de editais de sustentabilidade. O projeto possui alto risco tecnológico e visa a criação de protótipo de software não disponível no mercado nacional.,Inovação Legítima,inovacao_legitima,0.039,0
PNCP-JUST-2025-1166,Ministério da Inovação,Federal,Pregão Eletrônico,0,117437.15,"A dispensa emergencial com base no Marco Legal de Startups justifica-se pela urgente necessidade de inovação nas metodologias de triagem de dados, uma vez que a latência no processamento de licitações acumuladas está inviabilizando o atendimento e a gestão contábil de compras.",Urgência Retórica,urgencia_emergencial,0.8198,1
PNCP-JUST-2025-1167,Prefeitura de Uberlândia,Municipal,Dispensa,1,74787.58,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.8791,1
PNCP-JUST-2025-1168,Ministério da Previdência,Federal,Inexigibilidade,1,244589.34,"A renovação contratual do sistema de gestão integrada se faz sob a rubrica da inovação, uma vez que a empresa parceira introduziu atualizações que representam tecnologia altamente inovadora de nuvem privativa, essencial para mitigar a obsolescência de TI do departamento administrativo.",Mimetismo Tecnológico,mimetismo_erp,0.8594,1
PNCP-JUST-2025-1169,Secretaria de Saúde de SP,Estadual,Pregão Eletrônico,0,2584850.63,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.2214,0
PNCP-JUST-2025-1170,Ministério da Previdência,Federal,Pregão Eletrônico,0,1489620.71,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.9089,1
PNCP-JUST-2025-1171,Comando do Exército,Federal,Inexigibilidade,1,511112.05,"Aquisição de software de atendimento eletrônico e chat corporativo dotado de inovação nos canais de comunicação com o cidadão, garantindo modernização completa, inteligência de interface e inovação preditiva capaz de revolucionar as rotinas operacionais deste órgão estatal.",Mimetismo Tecnológico,mimetismo_erp,0.8865,1
PNCP-JUST-2025-1172,Secretaria de Saúde de SP,Estadual,Pregão Eletrônico,0,91512.76,Desenvolvimento conjunto de novo algoritmo preditivo de NLP baseado em Geração de Aumento por Recuperação (RAG) para avaliação ex-ante de editais de sustentabilidade. O projeto possui alto risco tecnológico e visa a criação de protótipo de software não disponível no mercado nacional.,Inovação Legítima,inovacao_legitima,0.1698,0
PNCP-JUST-2025-1173,Município de Maringá,Municipal,Pregão Eletrônico,0,199756.57,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.1857,0
PNCP-JUST-2025-1174,Município de Maringá,Municipal,Dispensa,1,1179788.54,"A contratação de emergência da solução X fundamenta-se na necessidade de inovação célere nas barreiras de atendimento. Diante da iminente paralisação dos serviços públicos tributários por falha de TI, justifica-se a inexigibilidade pela inovação imediata para mitigação de riscos sistêmicos.",Urgência Retórica,urgencia_emergencial,0.8839,1
PNCP-JUST-2025-1175,Empresa Brasileira de Correios,Federal,Pregão Eletrônico,0,391291.31,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.9063,1
PNCP-JUST-2025-1176,Secretaria de Saúde de SP,Estadual,Dispensa,1,912842.11,"A aquisição de computadores, monitores de alta resolução e notebooks corporativos justifica-se pela exigência de inovação robusta e governança algorítmica corporativa na ponta, integrando ecossistemas de inteligência artificial descentralizada e interfaces digitais de alta performance.",Redundância Instrumental,redundancia_buzzword,0.8635,1
PNCP-JUST-2025-1177,Prefeitura de Uberlândia,Municipal,Concorrência Pública,0,2715839.23,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1276,0
PNCP-JUST-2025-1178,Secretaria de Saúde de SP,Estadual,Pregão Eletrônico,0,721916.17,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.7502,1
PNCP-JUST-2025-1179,Secretaria de Educação do RJ,Estadual,Inexigibilidade,1,846164.85,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.6679,1
PNCP-JUST-2025-1180,Superintendência de TI do INSS,Federal,Pregão Eletrônico,0,1483312.21,"Frente à obsolescência crítica do sistema e à urgência de modernização para cumprimento de metas judiciais, a contratação de nova ferramenta em caráter excepcional sob a rubrica de inovação tecnológica visa solucionar o colapso logístico e de arquivos do tribunal.",Urgência Retórica,urgencia_emergencial,0.7957,1
PNCP-JUST-2025-1181,Procuradoria Geral do RS,Estadual,Pregão Eletrônico,0,89379.27,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1604,0
PNCP-JUST-2025-1182,Prefeitura de Campinas,Municipal,Dispensa,1,342945.73,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.2199,0
PNCP-JUST-2025-1183,Empresa Brasileira de Correios,Federal,Inexigibilidade,1,219747.39,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.9123,1
PNCP-JUST-2025-1184,Prefeitura de Caxias do Sul,Municipal,Pregão Eletrônico,0,468137.47,"Contratação de suporte técnico de hardware de marca específica X. O certame justifica-se pela exclusividade de tecnologia e inovação patenteada, exigindo especificações fechadas de engenharia algorítmica redundante, essenciais para a resiliência operacional da rede física de controle interno.",Redundância Instrumental,redundancia_buzzword,0.8574,1
PNCP-JUST-2025-1185,Município de Joinville,Municipal,Dispensa,1,628005.01,Desenvolvimento conjunto de novo algoritmo preditivo de NLP baseado em Geração de Aumento por Recuperação (RAG) para avaliação ex-ante de editais de sustentabilidade. O projeto possui alto risco tecnológico e visa a criação de protótipo de software não disponível no mercado nacional.,Inovação Legítima,inovacao_legitima,0.1494,0
PNCP-JUST-2025-1186,Município de Joinville,Municipal,Pregão Eletrônico,0,5484627.28,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.1688,0
PNCP-JUST-2025-1187,Município de Rio Claro,Municipal,CPS (Marco Legal),0,1183019.22,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.2515,0
PNCP-JUST-2025-1188,Secretaria de Educação do RJ,Estadual,Inexigibilidade,1,1095435.59,"A contratação direta sem licitação justifica-se sob a excepcionalidade da inovação por emergência digital, visando a substituição imediata de infraestrutura de datacenter obsoleta cujo mau funcionamento ameaça a integridade de dados e a segurança das informações corporativas.",Urgência Retórica,urgencia_emergencial,0.8352,1
PNCP-JUST-2025-1189,Município de Joinville,Municipal,Inexigibilidade,1,59696.38,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.2844,0
PNCP-JUST-2025-1190,Superintendência de TI do INSS,Federal,Pregão Eletrônico,0,553413.13,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.2483,0
PNCP-JUST-2025-1191,Ministério da Previdência,Federal,Dispensa,1,450466.72,"A contratação de emergência da solução X fundamenta-se na necessidade de inovação célere nas barreiras de atendimento. Diante da iminente paralisação dos serviços públicos tributários por falha de TI, justifica-se a inexigibilidade pela inovação imediata para mitigação de riscos sistêmicos.",Urgência Retórica,urgencia_emergencial,0.8243,1
PNCP-JUST-2025-1192,Empresa Brasileira de Correios,Federal,Pregão Eletrônico,0,1586423.25,"A aquisição de serviços de digitalização de documentos em papel se caracteriza por inovação extrema através de governança algorítmica e deep neural networks aplicadas ao reconhecimento ótico de caracteres, o que direciona a contratação à solução proprietária de segurança robusta exclusiva.",Redundância Instrumental,redundancia_buzzword,0.9279,1
PNCP-JUST-2025-1193,Superintendência de TI do INSS,Federal,Inexigibilidade,1,256391.35,"Frente à obsolescência crítica do sistema e à urgência de modernização para cumprimento de metas judiciais, a contratação de nova ferramenta em caráter excepcional sob a rubrica de inovação tecnológica visa solucionar o colapso logístico e de arquivos do tribunal.",Urgência Retórica,urgencia_emergencial,0.8573,1
PNCP-JUST-2025-1194,Município de Maringá,Municipal,Pregão Eletrônico,0,222486.9,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.0666,0
PNCP-JUST-2025-1195,Comando do Exército,Federal,Inexigibilidade,1,125017.71,"A dispensa emergencial com base no Marco Legal de Startups justifica-se pela urgente necessidade de inovação nas metodologias de triagem de dados, uma vez que a latência no processamento de licitações acumuladas está inviabilizando o atendimento e a gestão contábil de compras.",Urgência Retórica,urgencia_emergencial,0.8603,1
PNCP-JUST-2025-1196,Ministério da Previdência,Federal,Inexigibilidade,1,553092.13,"Aquisição de serviço proprietário de consultoria em BI e analytics. A modelagem demanda inovação computacional proprietária de alta especificidade técnica, exigindo do fornecedor exclusividade por direitos intelectuais decorrentes de inteligência artificial algorítmica aplicada à contabilidade pública.",Redundância Instrumental,redundancia_buzzword,0.9932,1
PNCP-JUST-2025-1197,Empresa Brasileira de Correios,Federal,Dispensa,1,201385.65,"A renovação contratual do sistema de gestão integrada se faz sob a rubrica da inovação, uma vez que a empresa parceira introduziu atualizações que representam tecnologia altamente inovadora de nuvem privativa, essencial para mitigar a obsolescência de TI do departamento administrativo.",Mimetismo Tecnológico,mimetismo_erp,0.8779,1
PNCP-JUST-2025-1198,Ministério da Inovação,Federal,Dispensa,1,991629.95,"Aquisição de software de atendimento eletrônico e chat corporativo dotado de inovação nos canais de comunicação com o cidadão, garantindo modernização completa, inteligência de interface e inovação preditiva capaz de revolucionar as rotinas operacionais deste órgão estatal.",Mimetismo Tecnológico,mimetismo_erp,0.741,1
PNCP-JUST-2025-1199,Tribunal de Justiça de MG,Estadual,Pregão Eletrônico,0,318471.98,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.1246,0
PNCP-JUST-2025-1200,Prefeitura de Uberlândia,Municipal,Pregão Eletrônico,0,56497.51,"A aquisição de serviços de digitalização de documentos em papel se caracteriza por inovação extrema através de governança algorítmica e deep neural networks aplicadas ao reconhecimento ótico de caracteres, o que direciona a contratação à solução proprietária de segurança robusta exclusiva.",Redundância Instrumental,redundancia_buzzword,0.9448,1
PNCP-JUST-2025-1201,Município de Rio Claro,Municipal,Pregão Eletrônico,0,305970.33,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.1781,0
PNCP-JUST-2025-1202,Prefeitura de Campinas,Municipal,Pregão Eletrônico,0,354399.83,"A contratação de licenças corporativas do software ERP visa a modernização tecnológica imediata e disruptiva da secretaria, integrando a computação em nuvem nas rotinas de auditoria e promovendo inovação digital radical para conformidade institucional com padrões internacionais.",Mimetismo Tecnológico,mimetismo_erp,0.6993,1
PNCP-JUST-2025-1203,Governo do Estado da Bahia,Estadual,Pregão Eletrônico,0,249246.17,A dispensa por inovação se justifica pela urgência crítica da transição de sistemas. O prolongado atraso no cronograma de planejamento impõe a contratação imediata de serviços de suporte técnico sob caráter inovador e prioritário para evitar interrupções operacionais graves.,Urgência Retórica,urgencia_emergencial,0.915,1
PNCP-JUST-2025-1204,Município de Rio Claro,Municipal,Concorrência Pública,0,809330.28,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.1507,0
PNCP-JUST-2025-1205,Prefeitura de Campinas,Municipal,Dispensa,1,625891.21,"A aquisição de serviços de digitalização de documentos em papel se caracteriza por inovação extrema através de governança algorítmica e deep neural networks aplicadas ao reconhecimento ótico de caracteres, o que direciona a contratação à solução proprietária de segurança robusta exclusiva.",Redundância Instrumental,redundancia_buzzword,0.8114,1
PNCP-JUST-2025-1206,Município de Rio Claro,Municipal,Inexigibilidade,1,96557.7,A dispensa por inovação se justifica pela urgência crítica da transição de sistemas. O prolongado atraso no cronograma de planejamento impõe a contratação imediata de serviços de suporte técnico sob caráter inovador e prioritário para evitar interrupções operacionais graves.,Urgência Retórica,urgencia_emergencial,0.8902,1
PNCP-JUST-2025-1207,Empresa Brasileira de Correios,Federal,Dispensa,1,224763.47,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.0262,0
PNCP-JUST-2025-1208,Ministério da Inovação,Federal,Dispensa,1,45477.42,"Aquisição de serviço proprietário de consultoria em BI e analytics. A modelagem demanda inovação computacional proprietária de alta especificidade técnica, exigindo do fornecedor exclusividade por direitos intelectuais decorrentes de inteligência artificial algorítmica aplicada à contabilidade pública.",Redundância Instrumental,redundancia_buzzword,0.7543,1
PNCP-JUST-2025-1209,Secretaria de Educação do RJ,Estadual,Inexigibilidade,1,293085.04,"A aquisição de computadores, monitores de alta resolução e notebooks corporativos justifica-se pela exigência de inovação robusta e governança algorítmica corporativa na ponta, integrando ecossistemas de inteligência artificial descentralizada e interfaces digitais de alta performance.",Redundância Instrumental,redundancia_buzzword,0.7852,1
PNCP-JUST-2025-1210,Tribunal de Justiça de MG,Estadual,Inexigibilidade,1,200743.03,"A contratação de emergência da solução X fundamenta-se na necessidade de inovação célere nas barreiras de atendimento. Diante da iminente paralisação dos serviços públicos tributários por falha de TI, justifica-se a inexigibilidade pela inovação imediata para mitigação de riscos sistêmicos.",Urgência Retórica,urgencia_emergencial,0.8443,1
PNCP-JUST-2025-1211,Comando do Exército,Federal,Concorrência Pública,0,178414.38,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1181,0
PNCP-JUST-2025-1212,Superintendência de TI do INSS,Federal,Concorrência Pública,0,1147032.94,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.1873,0
PNCP-JUST-2025-1213,Governo do Estado da Bahia,Estadual,Dispensa,1,67944.51,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.0358,0
PNCP-JUST-2025-1214,Comando do Exército,Federal,Inexigibilidade,1,348109.3,"Aquisição de serviço proprietário de consultoria em BI e analytics. A modelagem demanda inovação computacional proprietária de alta especificidade técnica, exigindo do fornecedor exclusividade por direitos intelectuais decorrentes de inteligência artificial algorítmica aplicada à contabilidade pública.",Redundância Instrumental,redundancia_buzzword,0.8715,1
PNCP-JUST-2025-1215,Superintendência de TI do INSS,Federal,Inexigibilidade,1,273791.25,"Aquisição de software de atendimento eletrônico e chat corporativo dotado de inovação nos canais de comunicação com o cidadão, garantindo modernização completa, inteligência de interface e inovação preditiva capaz de revolucionar as rotinas operacionais deste órgão estatal.",Mimetismo Tecnológico,mimetismo_erp,0.7571,1
PNCP-JUST-2025-1216,Prefeitura de Uberlândia,Municipal,Pregão Eletrônico,0,442264.52,Contratação de projeto de pesquisa aplicada para otimização do tráfego urbano utilizando aprendizado por reforço profundo adaptativo em semáforos integrados. O escopo envolve incerteza técnica substancial e a ausência de soluções similares viáveis comercialmente.,Inovação Legítima,inovacao_legitima,0.0735,0
PNCP-JUST-2025-1217,Procuradoria Geral do RS,Estadual,Dispensa,1,539037.88,Contrato Público de Solução (CPS) sob o Marco Legal de Startups para criação de metodologia inédita de rastreabilidade de medicamentos hospitalares via sensores e criptografia distribuída. O problema exige testagem de hipóteses em ambiente real e prototipação concorrente.,Inovação Legítima,inovacao_legitima,0.0757,0
PNCP-JUST-2025-1218,Superintendência de TI do INSS,Federal,Inexigibilidade,1,84608.98,"A aquisição de computadores, monitores de alta resolução e notebooks corporativos justifica-se pela exigência de inovação robusta e governança algorítmica corporativa na ponta, integrando ecossistemas de inteligência artificial descentralizada e interfaces digitais de alta performance.",Redundância Instrumental,redundancia_buzzword,0.9407,1
PNCP-JUST-2025-1219,Prefeitura de Uberlândia,Municipal,Pregão Eletrônico,0,75014.4,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.2431,0
PNCP-JUST-2025-1220,Ministério da Inovação,Federal,Inexigibilidade,1,87671.23,"A dispensa emergencial com base no Marco Legal de Startups justifica-se pela urgente necessidade de inovação nas metodologias de triagem de dados, uma vez que a latência no processamento de licitações acumuladas está inviabilizando o atendimento e a gestão contábil de compras.",Urgência Retórica,urgencia_emergencial,0.7336,1
PNCP-JUST-2025-1221,Tribunal de Justiça de MG,Estadual,Dispensa,1,1061932.98,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.9211,1
PNCP-JUST-2025-1222,Município de Joinville,Municipal,Inexigibilidade,1,317345.57,"A dispensa emergencial com base no Marco Legal de Startups justifica-se pela urgente necessidade de inovação nas metodologias de triagem de dados, uma vez que a latência no processamento de licitações acumuladas está inviabilizando o atendimento e a gestão contábil de compras.",Urgência Retórica,urgencia_emergencial,0.929,1
PNCP-JUST-2025-1223,Prefeitura de Campinas,Municipal,Inexigibilidade,1,708185.38,"A renovação contratual do sistema de gestão integrada se faz sob a rubrica da inovação, uma vez que a empresa parceira introduziu atualizações que representam tecnologia altamente inovadora de nuvem privativa, essencial para mitigar a obsolescência de TI do departamento administrativo.",Mimetismo Tecnológico,mimetismo_erp,0.9015,1
PNCP-JUST-2025-1224,Secretaria de Educação do RJ,Estadual,Pregão Eletrônico,0,443247.02,"Desenvolvimento de ferramenta de inteligência artificial explicável local (XAI) para auditoria automatizada de preços de TI em tempo real. O software de base em design science research superará a opacidade dos modelos de caixa-preta tradicionais, representando inovação legítima aplicada ao controle preventivo.",Inovação Legítima,inovacao_legitima,0.0432,0
PNCP-JUST-2025-1225,Município de Joinville,Municipal,Dispensa,1,263858.8,A dispensa por inovação se justifica pela urgência crítica da transição de sistemas. O prolongado atraso no cronograma de planejamento impõe a contratação imediata de serviços de suporte técnico sob caráter inovador e prioritário para evitar interrupções operacionais graves.,Urgência Retórica,urgencia_emergencial,0.9422,1
PNCP-JUST-2025-1226,Prefeitura de Uberlândia,Municipal,Pregão Eletrônico,0,286415.65,Encomenda tecnológica (ETEC) para codesenvolvimento de solução IoT de monitoramento preventivo de integridade de pontes municipais. Envolve incerteza científica elevada e exige do consórcio pesquisa e desenvolvimento integrado com laboratórios universitários credenciados.,Inovação Legítima,inovacao_legitima,0.1458,0
PNCP-JUST-2025-1227,Secretaria de Saúde de SP,Estadual,Pregão Eletrônico,0,190666.53,"Contratação de suporte técnico de hardware de marca específica X. O certame justifica-se pela exclusividade de tecnologia e inovação patenteada, exigindo especificações fechadas de engenharia algorítmica redundante, essenciais para a resiliência operacional da rede física de controle interno.",Redundância Instrumental,redundancia_buzzword,0.925,1
PNCP-JUST-2025-1228,Superintendência de TI do INSS,Federal,Inexigibilidade,1,593440.42,"Contratação de suporte técnico de hardware de marca específica X. O certame justifica-se pela exclusividade de tecnologia e inovação patenteada, exigindo especificações fechadas de engenharia algorítmica redundante, essenciais para a resiliência operacional da rede física de controle interno.",Redundância Instrumental,redundancia_buzzword,0.7975,1
PNCP-JUST-2025-1229,Ministério da Inovação,Federal,Pregão Eletrônico,0,388969.07,"Aquisição de software de atendimento eletrônico e chat corporativo dotado de inovação nos canais de comunicação com o cidadão, garantindo modernização completa, inteligência de interface e inovação preditiva capaz de revolucionar as rotinas operacionais deste órgão estatal.",Mimetismo Tecnológico,mimetismo_erp,0.9011,1
PNCP-JUST-2025-1230,Município de Maringá,Municipal,Inexigibilidade,1,207758.24,"Justifica-se a aquisição direta de licenças e assinaturas da plataforma X pelo seu alto caráter inovador e por tratar-se de inovação digital indispensável à transição digital corporativa, permitindo que a gestão tributária adote inteligência de ponta para a contabilidade preditiva municipal.",Mimetismo Tecnológico,mimetismo_erp,0.8906,1
PNCP-JUST-2025-1231,Prefeitura de Campinas,Municipal,Inexigibilidade,1,77965.12,"A renovação contratual do sistema de gestão integrada se faz sob a rubrica da inovação, uma vez que a empresa parceira introduziu atualizações que representam tecnologia altamente inovadora de nuvem privativa, essencial para mitigar a obsolescência de TI do departamento administrativo.",Mimetismo Tecnológico,mimetismo_erp,0.8605,1
PNCP-JUST-2025-1232,Prefeitura de Uberlândia,Municipal,Pregão Eletrônico,0,297752.08,Contratação de empresa especializada para fornecimento de infraestrutura de conectividade física com fiação estruturada e repetidores. A contratação representa inovação estratégica em rede complexa com aplicação de blockchain descentralizado e deep learning para segurança periférica das dependências do órgão.,Redundância Instrumental,redundancia_buzzword,0.7696,1
